Path,DSMdv,LC3,Avinf,Lcdate,TOF
3358,0.139,143.362,10.226,2037-01-23,12.83
3358,0.122,224.161,15.488,2034-10-02,11.51
3358,0.149,142.443,13.987,2038-06-25,14.62
3358,0.066,149.475,10.083,2033-01-20,11.41
3358,0.144,112.12,11.53,2038-05-08,12.79
3358,0.156,98.195,13.667,2033-11-24,9.18
3358,0.182,99.283,10.326,2031-11-27,10.7
3358,0.131,121.752,12.471,2037-11-09,10.56
3358,0.165,99.307,11.443,2036-05-04,15.0
3358,0.098,84.976,16.895,2034-11-01,14.07
3358,0.117,164.132,20.861,2038-06-05,14.72
3358,0.041,98.988,5.094,2035-03-15,14.89
3358,0.189,81.704,6.812,2039-03-24,10.71
3358,0.088,132.704,7.747,2038-05-08,11.66
3358,0.183,90.7,11.815,2031-07-20,13.23
3358,0.068,91.938,12.651,2039-07-18,12.58
3358,0.017,180.567,8.353,2037-04-07,14.15
3358,0.009,132.959,16.075,2038-05-30,14.95
3358,0.032,95.836,21.615,2036-05-14,11.81
3358,0.073,96.198,6.54,2038-04-24,11.62
3358,0.101,189.03,22.929,2038-11-22,14.4
3358,0.057,162.86,15.549,2032-11-21,13.32
3358,0.067,216.746,22.248,2038-06-17,9.96
3358,0.098,98.631,15.643,2038-08-06,14.85
3358,0.146,89.978,16.452,2037-03-18,11.3
3358,0.011,105.131,18.842,2036-02-14,10.58
3358,0.086,90.961,20.712,2037-02-12,11.52
3358,0.125,186.784,17.262,2035-07-09,15.0
3358,0.092,117.602,4.83,2035-07-09,13.65
3358,0.087,150.164,22.298,2032-01-30,14.85
3358,0.123,165.975,8.987,2039-04-21,10.85
3358,0.131,104.958,17.425,2035-01-26,13.43
3358,0.132,169.066,16.887,2034-02-16,14.04
3358,0.187,114.597,6.953,2039-06-08,10.47
3358,0.073,211.255,20.982,2035-07-09,12.9
3358,0.002,93.303,4.823,2036-04-24,13.69
3358,0.124,200.501,19.144,2033-07-01,14.94
3358,0.105,82.707,9.702,2034-03-06,14.99
3358,0.134,142.84,13.066,2031-12-19,13.75
3358,0.076,108.034,16.042,2039-05-15,13.92
3358,0.062,129.928,9.576,2032-09-02,12.06
3358,0.111,104.728,16.527,2037-08-23,15.0
3358,0.07,85.792,20.557,2035-01-22,13.2
3358,0.12,101.717,11.052,2033-07-03,9.58
3358,0.161,89.413,14.947,2039-05-11,14.25
3358,0.017,103.071,12.171,2038-09-25,9.81
3358,0.049,162.83,20.877,2037-01-15,9.91
3358,0.12,113.65,16.679,2036-04-08,11.91
3358,0.114,95.914,8.273,2038-01-24,12.24
3358,0.111,167.619,9.581,2034-05-17,14.79
3358,0.046,90.167,6.352,2037-03-22,12.69
3358,0.091,96.454,14.959,2039-08-21,12.98
3358,0.105,107.358,19.429,2033-02-21,14.13
3358,0.094,95.836,13.132,2036-05-14,13.29
3358,0.124,204.986,13.583,2039-07-26,13.55
3358,0.06,85.221,10.139,2037-04-25,12.38
3358,0.111,147.945,8.5,2036-02-06,12.82
3358,0.089,88.358,17.109,2038-06-03,14.69
3358,0.047,77.956,10.913,2039-11-03,13.08
3358,0.023,82.567,7.098,2035-02-05,13.55
3358,0.021,186.835,8.827,2037-07-30,13.9
3358,0.147,214.76,17.042,2035-10-05,13.71
3358,0.098,121.778,6.923,2035-04-04,14.89
3358,0.146,118.426,17.72,2035-05-30,13.02
3358,0.145,110.644,7.032,2037-06-10,12.21
3358,0.065,138.839,10.315,2037-04-29,14.58
3358,0.088,190.82,15.834,2039-08-23,13.79
3358,0.115,200.331,13.649,2032-05-23,12.59
3358,0.103,93.352,12.589,2034-02-08,11.57
3358,0.003,126.149,9.147,2033-08-18,10.84
3358,0.006,87.941,10.213,2032-12-07,11.8
3358,0.07,103.071,14.022,2038-09-25,8.95
3358,0.023,174.193,13.582,2038-07-25,13.32
3358,0.054,84.919,8.812,2038-07-27,12.72
3358,0.072,158.371,6.894,2037-04-15,12.12
3358,0.097,92.077,6.757,2035-06-27,14.67
3358,0.125,88.974,10.732,2038-01-02,12.09
3358,0.055,113.38,18.42,2039-03-26,12.19
3358,0.084,135.84,17.338,2039-04-07,13.84
3358,0.037,105.401,14.394,2036-04-20,13.7
3358,0.02,115.918,5.84,2031-09-28,9.53
3358,0.053,85.061,13.065,2038-06-29,12.89
3358,0.107,148.857,9.816,2034-06-20,9.17
3358,0.061,82.087,11.953,2039-04-09,12.36
3358,0.155,144.568,7.602,2039-07-20,11.09
3358,0.095,104.484,10.762,2032-12-01,11.98
3358,0.106,117.606,16.997,2034-11-15,14.29
3358,0.07,144.632,10.192,2035-02-03,14.81
3358,0.11,111.39,22.849,2038-01-08,14.36
3358,0.089,222.847,9.289,2036-08-16,15.0
3358,0.084,102.903,17.308,2035-07-11,13.1
3358,0.142,90.313,7.192,2037-06-02,13.09
3358,0.12,88.838,13.583,2038-03-17,14.9
3358,0.129,89.564,14.128,2032-10-12,9.49
3358,0.01,135.447,6.373,2036-09-11,14.2
3358,0.011,95.306,15.483,2039-07-06,14.83
3358,0.128,99.794,13.467,2034-11-29,9.47
3358,0.133,89.818,9.483,2031-08-23,12.33
3358,0.081,178.811,9.44,2036-01-29,8.47
3358,0.103,84.584,9.08,2035-10-13,13.39
3358,0.051,96.601,17.934,2038-04-24,13.15
3358,0.194,90.358,18.122,2039-05-03,8.95
3358,0.024,82.166,11.448,2031-09-04,11.82
3358,0.153,85.046,16.387,2038-07-23,14.75
3358,0.109,111.029,20.265,2033-03-07,13.65
3358,0.099,96.492,14.457,2035-05-10,13.59
3358,0.114,188.586,14.003,2037-08-11,15.0
3358,0.058,102.137,17.064,2038-07-03,12.81
3358,0.121,98.206,15.072,2039-04-09,13.1
3358,0.088,183.219,8.616,2037-09-16,13.68
3358,0.045,148.486,9.893,2037-10-06,14.57
3358,0.073,92.769,7.722,2031-10-16,10.47
3358,0.037,85.051,6.938,2038-04-02,11.16
3358,0.129,114.775,19.634,2039-11-05,14.75
3358,0.073,87.439,8.141,2037-05-13,12.54
3358,0.002,91.608,18.851,2033-11-02,12.87
3358,0.089,79.934,8.765,2034-11-09,13.67
3358,0.169,94.797,15.646,2038-01-26,12.99
3358,0.112,86.809,9.468,2038-04-04,13.22
3358,0.108,79.665,8.025,2036-03-03,14.72
3358,0.101,79.997,13.626,2039-01-19,12.87
3358,0.121,210.888,8.804,2033-08-04,14.83
3358,0.045,87.145,13.52,2039-04-19,13.73
3358,0.032,107.204,17.574,2035-02-07,11.84
3358,0.171,135.483,7.823,2033-12-28,14.68
3358,0.111,192.561,15.417,2039-10-18,14.19
3358,0.15,79.411,13.057,2035-03-09,13.24
3358,0.138,114.781,16.737,2038-11-18,14.93
3358,0.047,98.968,12.897,2038-07-23,14.8
3358,0.082,86.1,20.415,2039-05-25,14.15
3358,0.091,153.904,12.375,2031-07-06,14.45
3358,0.176,89.731,14.022,2035-11-22,11.79
3358,0.116,153.269,23.887,2036-05-06,12.08
3358,0.104,78.688,6.521,2037-02-20,12.51
3358,0.091,197.79,23.818,2039-03-22,14.15
3358,0.079,81.361,13.845,2033-12-16,14.52
3358,0.101,91.649,16.909,2038-02-25,8.08
3358,0.102,219.548,9.497,2037-01-29,13.32
3358,0.061,96.455,5.828,2035-03-29,14.82
3358,0.151,77.083,13.008,2035-03-01,13.26
3358,0.077,150.747,10.54,2035-02-11,13.31
3358,0.184,107.835,11.615,2035-01-02,14.96
3358,0.113,82.373,16.21,2037-01-05,11.41
3358,0.028,164.639,10.089,2031-03-04,13.05
3358,0.085,138.839,15.072,2037-04-29,14.43
3358,0.11,133.923,20.639,2032-08-01,11.95
3358,0.129,137.47,8.337,2031-10-22,10.66
3358,0.111,89.528,8.746,2036-03-11,14.47
3358,0.115,88.786,12.294,2037-10-06,14.66
3358,0.09,86.087,10.445,2037-02-24,14.27
3358,0.186,163.445,10.211,2036-08-04,12.65
3358,0.002,221.65,7.863,2039-07-20,11.07
3358,0.101,94.018,7.092,2037-03-08,12.83
3358,0.169,83.178,5.633,2035-10-13,14.62
3358,0.088,93.554,5.722,2035-07-15,14.49
3358,0.179,88.917,11.405,2033-11-06,9.4
3358,0.04,87.213,10.365,2032-12-07,12.04
3358,0.079,179.334,10.265,2032-11-29,14.73
3358,0.16,180.192,7.318,2037-04-01,13.89
3358,0.139,217.526,5.102,2037-03-20,12.68
3358,0.098,94.382,11.403,2038-07-01,13.18
3358,0.12,132.894,12.549,2035-02-27,14.07
3358,0.112,87.513,9.464,2034-05-01,14.98
3358,0.044,217.454,12.988,2037-04-01,14.14
3358,0.177,165.447,7.394,2034-07-16,14.39
3358,0.046,176.829,10.297,2030-12-24,13.99
3358,0.06,220.766,17.16,2038-04-06,14.35
3358,0.102,102.232,20.835,2038-05-04,14.05
3358,0.1,101.315,9.356,2039-01-29,11.47
3358,0.118,143.859,10.987,2038-01-24,11.34
3358,0.12,102.49,11.335,2039-08-23,12.23
3358,0.069,78.129,13.516,2034-12-31,13.75
3358,0.109,201.022,11.651,2039-01-11,12.33
3358,0.061,92.77,9.915,2038-09-27,9.87
3358,0.064,88.578,11.192,2037-01-09,12.92
3358,0.064,165.531,23.53,2038-01-08,9.17
3358,0.113,185.866,19.371,2035-06-11,13.1
3358,0.126,209.293,7.427,2038-03-23,12.91
3358,0.102,83.512,17.21,2034-03-24,14.19
3358,0.12,86.049,7.154,2038-05-02,12.06
3358,0.115,88.496,13.649,2032-07-08,7.48
3358,0.091,185.963,9.657,2038-01-24,11.59
3358,0.016,117.524,7.442,2033-04-20,13.4
3358,0.067,115.453,8.839,2034-08-05,9.56
3358,0.042,136.213,10.198,2035-02-11,9.58
3358,0.125,134.523,10.472,2037-05-01,13.61
3358,0.09,91.846,8.044,2035-03-17,14.95
3358,0.099,201.011,13.057,2039-09-04,13.68
3358,0.003,188.569,10.436,2031-08-01,12.48
3358,0.027,101.57,20.254,2032-10-18,13.98
3358,0.158,107.789,12.187,2033-12-20,11.03
3358,0.066,85.976,11.511,2037-05-15,13.22
3358,0.04,94.802,10.524,2034-12-13,12.74
3358,0.093,83.319,18.444,2034-05-05,14.02
3358,0.119,136.768,14.526,2037-05-01,14.64
3358,0.032,93.18,17.818,2033-09-11,12.76
3358,0.164,132.064,10.094,2038-04-26,13.56
3358,0.168,189.128,16.515,2034-02-16,11.99
3358,0.022,111.212,17.091,2033-01-06,13.44
3358,0.134,220.804,20.726,2032-02-25,10.91
3358,0.13,223.782,7.515,2032-11-23,9.35
3358,0.031,150.164,16.925,2032-01-30,14.14
3358,0.103,199.544,12.339,2034-01-11,9.4
3358,0.173,122.104,12.261,2038-08-20,14.23
3358,0.163,200.416,6.465,2037-02-20,15.0
