Path,DSMdv,LC3,Avinf,Lcdate,TOF
368,0.094,194.484,14.609,2035-11-14,10.63
368,0.095,114.046,11.913,2031-08-19,14.53
368,0.086,200.977,16.127,2036-10-03,9.68
368,0.021,167.823,12.488,2034-11-03,14.67
368,0.092,137.431,15.784,2034-10-12,13.35
368,0.017,210.28,17.212,2031-11-11,14.63
368,0.055,123.234,22.216,2032-08-23,7.22
368,0.008,147.196,13.35,2038-11-10,13.76
368,0.1,160.092,15.06,2032-08-27,13.73
368,0.049,187.542,10.039,2036-12-06,12.41
368,0.091,187.186,14.398,2035-09-29,14.37
368,0.078,156.516,15.292,2039-11-23,12.84
368,0.091,122.809,15.675,2037-11-21,14.66
368,0.077,173.837,14.242,2032-10-08,13.67
368,0.095,152.387,11.086,2036-10-27,12.74
368,0.065,186.618,10.872,2035-11-10,11.34
368,0.096,135.252,6.596,2034-10-14,13.1
368,0.098,155.627,8.842,2036-11-22,12.17
368,0.015,128.93,6.884,2032-09-12,9.08
368,0.04,147.728,19.103,2034-10-14,10.83
368,0.093,210.96,20.142,2038-12-24,14.42
368,0.09,126.366,21.505,2033-09-13,10.77
368,0.087,168.938,15.209,2036-10-11,11.6
368,0.093,195.223,13.238,2037-12-09,14.41
368,0.017,167.488,13.868,2032-10-10,13.66
368,0.099,128.876,8.701,2032-10-16,14.68
368,0.006,137.745,11.905,2037-11-19,9.21
368,0.058,160.406,13.634,2035-09-25,10.98
368,0.094,187.841,10.985,2031-09-26,14.79
368,0.046,163.949,11.942,2036-10-09,12.95
368,0.1,224.414,12.716,2031-10-10,11.54
368,0.065,210.609,9.723,2036-11-12,11.7
368,0.006,171.643,18.28,2033-10-07,11.79
368,0.096,150.497,12.728,2032-08-11,14.84
368,0.021,148.284,19.928,2038-12-04,9.27
368,0.097,207.773,20.801,2035-09-07,12.38
368,0.087,110.333,8.879,2039-12-21,13.31
368,0.098,171.904,15.302,2036-11-20,9.65
368,0.095,206.833,12.954,2036-12-02,12.84
368,0.074,179.28,6.737,2037-12-07,9.81
368,0.087,217.113,17.354,2034-08-21,8.38
368,0.007,215.811,19.994,2033-08-06,11.74
368,0.099,187.938,19.222,2032-08-03,11.5
368,0.044,204.867,14.808,2033-08-06,12.45
368,0.097,179.53,13.47,2033-10-25,12.76
368,0.084,163.237,22.846,2031-07-20,8.14
368,0.099,182.973,14.154,2035-09-13,12.16
368,0.029,165.534,14.676,2035-10-03,8.1
368,0.03,189.975,7.306,2037-10-06,10.21
368,0.052,143.634,15.148,2034-10-14,14.5
368,0.093,153.23,12.463,2034-10-20,14.6
368,0.049,124.943,21.889,2033-09-17,8.89
368,0.055,180.834,11.971,2035-12-04,13.8
368,0.075,138.543,14.157,2034-10-14,12.95
368,0.056,136.417,11.864,2039-01-13,14.03
368,0.007,124.191,20.037,2033-09-13,11.64
368,0.082,140.862,14.676,2035-10-25,8.04
368,0.003,132.675,14.699,2039-12-15,10.26
368,0.03,163.055,13.762,2034-10-30,11.88
368,0.1,204.431,14.737,2035-12-12,14.27
368,0.091,209.948,10.915,2038-10-15,9.37
368,0.068,187.126,23.264,2036-11-20,11.26
368,0.003,143.817,12.787,2034-09-26,14.88
368,0.096,150.713,11.762,2034-10-22,13.01
368,0.097,209.625,8.285,2036-09-27,12.14
368,0.09,193.024,13.89,2035-10-13,13.78
